slug,name,skill_type,level,root_slug,visibility,content_chars,content_lines,has_embedding,practice_areas
transactional-residential-real-estate-escrow-instructions,Escrow Instructions,form,2,transactional,public,25639,94,t,"[""Transactional""]"
estate-administration-summaries,Estate Administration Summaries,form,2,transactional,public,6389,24,t,"[""Transactional""]"
tenant-estoppel-certificate,Estoppel Certificate (Tenant),form,2,transactional,public,10313,56,t,"[""Transactional""]"
evidence-of-ucc-lien-releases,Evidence of UCC Lien Releases,form,2,transactional,public,10543,30,t,"[""Transactional""]"
family-limited-partnership-flp-agreement,Family Limited Partnership (FLP) Agreement,form,2,transactional,public,36752,96,t,"[""Transactional""]"
draft-field-of-use-restriction-clause,Field of Use Restriction Clause,form,2,transactional,public,11032,60,t,"[""Transactional""]"
draft-franchise-first-right-of-refusal-agreement,First Right of Refusal Agreement,form,2,transactional,public,12729,64,t,"[""Transactional""]"
forbearance-agreement-loan,Forbearance Agreement (Loan),form,2,transactional,public,25269,94,t,"[""Transactional""]"
draft-franchise-agreement,Franchise Agreement,form,2,transactional,public,9235,50,t,"[""Transactional""]"
franchise-agreement-summaries,Franchise Agreement Summaries,form,2,transactional,public,8388,34,t,"[""Transactional""]"
draft-franchise-disclosure-document-fdd,Franchise Disclosure Document (FDD),form,2,transactional,public,36912,116,t,"[""Regulatory"", ""Transactional""]"
transactional-franchise-renewal-agreement-draft,Franchise Renewal Agreement,form,2,transactional,public,31473,112,t,"[""Transactional""]"
draft-franchise-transfer-agreement,Franchise Transfer Agreement,form,2,transactional,public,25351,88,t,"[""Transactional""]"
transactional-residential-real-estate-grant-warranty-deed,Grant Deed or Warranty Deed,form,2,transactional,public,8651,52,t,"[""Transactional""]"
draft-ground-lease,Ground Lease,form,2,transactional,public,48631,158,t,"[""Transactional""]"
guaranty-unlimited,Guaranty (Unlimited),form,2,transactional,public,4904,28,t,"[""Transactional""]"
guardianship-nomination-for-minors,Guardianship Nomination for Minors,form,2,transactional,public,23977,80,t,"[""Transactional""]"
draft-hipaa-release-form-estate-planning,HIPAA Release Form,form,2,transactional,public,5823,34,t,"[""Regulatory"", ""Transactional""]"
transactional-hoa-addendum,Homeowners Association (HOA) Addendum,form,2,transactional,public,7549,43,t,"[""Transactional""]"
draft-independent-contractor-agreement,Independent Contractor Agreement,form,2,transactional,public,14054,124,t,"[""Transactional""]"
draft-industrial-warehouse-lease,Industrial or Warehouse Lease,form,2,transactional,public,16362,74,t,"[""Transactional""]"
intercreditor-agreement-lien-priority,Intercreditor Agreement (Lien Priority),form,2,transactional,public,11615,42,t,"[""Transactional""]"
transactional-estate-planning-irrevocable-life-insurance-trust-ilit,Irrevocable Life Insurance Trust (ILIT),form,2,transactional,public,9674,50,t,"[""Transactional""]"
know-how-license-agreement-draft,Know-How License Agreement,form,2,transactional,public,44275,170,t,"[""Transactional""]"
transactional-commercial-leasing-landlords-consent-to-sublease,Landlord's Consent to Sublease,form,2,transactional,public,9125,46,t,"[""Transactional""]"
draft-last-will-and-testament,Last Will and Testament,form,2,transactional,public,8226,46,t,"[""Transactional""]"
lead-based-paint-disclosure-draft,Lead Based Paint Disclosure,form,2,transactional,public,11187,34,t,"[""Transactional""]"
transactional-lease-amendment-agreement,Lease Amendment Agreement,form,2,transactional,public,15102,70,t,"[""Transactional""]"
transactional-lease-guaranty,Lease Guaranty,form,2,transactional,public,21999,64,t,"[""Transactional""]"
lease-rider-for-franchise,Lease Rider for Franchise,form,2,transactional,public,20104,54,t,"[""Transactional""]"
draft-lease-termination-agreement,Lease Termination Agreement,form,2,transactional,public,18411,80,t,"[""Transactional""]"
letter-of-credit-security-deposit,Letter of Credit for Security Deposit,form,2,transactional,public,12588,60,t,"[""Transactional""]"
letter-of-intent-asset-purchase,Letter of Intent for Asset Purchase,form,2,transactional,public,48368,228,t,"[""Transactional""]"
letter-of-intent-purchase-commercial-real-estate,Letter of Intent to Purchase Commercial Real Estate,form,2,transactional,public,13207,70,t,"[""Transactional""]"
license-agreement-summaries,License Agreement Summaries,form,2,transactional,public,4257,26,t,"[""Transactional""]"
transactional-list-excluded-assets-liabilities,List of Excluded Assets and Liabilities,form,2,transactional,public,11769,81,t,"[""Transactional""]"
draft-term-loan-agreement,Loan Agreement (Term),form,2,transactional,public,36490,126,t,"[""Transactional""]"
draft-loan-modification-agreement,Loan Modification Agreement,form,2,transactional,public,12561,62,t,"[""Transactional""]"
ma-transaction-summaries,M&A Transaction Summaries,form,2,transactional,public,13180,48,t,"[""Transactional""]"
transactional-residential-mortgage-deed-of-trust-draft,Mortgage or Deed of Trust (Residential),form,2,transactional,public,22171,92,t,"[""Transactional""]"
transactional-non-competition-agreement-seller,Non-Competition Agreement (Seller),form,2,transactional,public,12218,44,t,"[""Transactional""]"
non-disclosure-agreement-summaries,Non-Disclosure Agreement (NDA) Summaries,form,2,transactional,public,6456,36,t,"[""Corporate"", ""Transactional""]"
draft-employee-non-disclosure-agreement,Non-Disclosure Agreement (NDA) for Employee,form,2,transactional,public,23391,108,t,"[""Transactional""]"
draft-notice-to-perform-residential-real-estate,Notice to Perform,form,2,transactional,public,18837,70,t,"[""Transactional""]"
office-lease-agreement,Office Lease Agreement,form,2,transactional,public,11609,68,t,"[""Transactional""]"
operations-manual-acknowledgement,Operations Manual Acknowledgement,form,2,transactional,public,5577,28,t,"[""Transactional""]"
opinion-sellers-counsel-apa,Opinion of Seller's Counsel (APA),form,2,transactional,public,13736,52,t,"[""Transactional""]"
option-to-purchase-real-estate,Option to Purchase Real Estate,form,2,transactional,public,13282,66,t,"[""Transactional""]"
transactional-commercial-leasing-parking-license-agreement,Parking License Agreement,form,2,transactional,public,14916,46,t,"[""Transactional""]"
patent-application-summaries,Patent Application Summaries,form,2,transactional,public,4404,28,t,"[""Transactional""]"
patent-license-agreement-exclusive,Patent License Agreement (Exclusive),form,2,transactional,public,15003,66,t,"[""Transactional""]"
payoff-letter-request,Payoff Letter Request,form,2,transactional,public,12796,46,t,"[""Transactional""]"
personal-guaranty-of-franchisee,Personal Guaranty of Franchisee,form,2,transactional,public,40405,146,t,"[""Transactional""]"
pledge-agreement-securities,Pledge Agreement (Securities),form,2,transactional,public,24605,90,t,"[""Transactional""]"
transactional-estate-planning-pour-over-will,Pour-Over Will,form,2,transactional,public,7211,34,t,"[""Transactional""]"
prior-art-summarization,Prior Art Summarization,form,2,transactional,public,4270,18,t,"[""Transactional""]"
promissory-note-residential,Promissory Note (Residential),form,2,transactional,public,15889,84,t,"[""Transactional""]"
draft-proprietary-information-inventions-agreement-piiia,Proprietary Information and Inventions Agreement (PIIA),form,2,transactional,public,14774,54,t,"[""Transactional""]"
transactional-proration-schedule,Proration Schedule,form,2,transactional,public,13323,60,t,"[""Transactional""]"
purchase-sale-agreement-commercial-real-estate,Purchase and Sale Agreement (Commercial Real Estate),form,2,transactional,public,63280,188,t,"[""Transactional""]"
draft-qualified-personal-residence-trust-qprt,Qualified Personal Residence Trust (QPRT),form,2,transactional,public,34914,120,t,"[""Transactional""]"
quality-control-provisions,Quality Control Provisions,form,2,transactional,public,22685,70,t,"[""Transactional""]"
draft-real-estate-agency-disclosure,Real Estate Agency Disclosure,form,2,transactional,public,13873,54,t,"[""Transactional""]"
real-estate-transaction-summaries,Real Estate Transaction Summaries,form,2,transactional,public,7833,34,t,"[""Transactional""]"
receipt-of-fdd-form,Receipt of FDD Form,form,2,transactional,public,11839,52,t,"[""Transactional""]"
transactional-reciprocal-easement-agreement-draft,Reciprocal Easement Agreement,form,2,transactional,public,37184,134,t,"[""Transactional""]"
release-on-termination-or-expiration,Release on Termination or Expiration,form,2,transactional,public,9608,42,t,"[""Transactional""]"
repair-request-addendum,Repair Request Addendum,form,2,transactional,public,10496,54,t,"[""Transactional""]"
transactional-residential-lease-agreement,Residential Lease Agreement,form,2,transactional,public,26371,118,t,"[""Transactional""]"
transactional-residential-purchase-agreement,Residential Purchase Agreement,form,2,transactional,public,32515,132,t,"[""Transactional""]"
draft-retail-lease-agreement,Retail Lease Agreement,form,2,transactional,public,12064,56,t,"[""Transactional""]"
transactional-revocable-living-trust-drafting,Revocable Living Trust,form,2,transactional,public,10415,91,t,"[""Transactional""]"
draft-revolving-credit-agreement,Revolving Credit Agreement,form,2,transactional,public,19950,70,t,"[""Transactional""]"
royalty-report-form,Royalty Report Form,form,2,transactional,public,18316,60,t,"[""Transactional""]"
rules-and-regulations-exhibit,Rules and Regulations Exhibit,form,2,transactional,public,17235,80,t,"[""Transactional""]"
security-agreement-granting-lien,Security Agreement (Granting Lien),form,2,transactional,public,17690,64,t,"[""Transactional""]"
draft-seller-disclosure-statement-residential-real-estate,Seller Disclosure Statement,form,2,transactional,public,14520,58,t,"[""Transactional""]"
transactional-franchise-site-selection-addendum,Site Selection Addendum,form,2,transactional,public,15986,24,t,"[""Transactional""]"
software-license-agreement-saas,Software License Agreement (SaaS),form,2,transactional,public,50781,204,t,"[""Transactional""]"
transactional-software-pos-system-license-draft,Software and POS System License,form,2,transactional,public,13839,50,t,"[""Transactional""]"
source-code-escrow-agreement,Source Code Escrow Agreement,form,2,transactional,public,10360,46,t,"[""Transactional""]"
special-needs-trust-third-party,Special Needs Trust (Third-Party),form,2,transactional,public,8937,46,t,"[""Transactional""]"
sports-licensing-agreement-summaries,Sports Licensing Agreement Summaries,form,2,transactional,public,6659,22,t,"[""Transactional""]"
stock-option-grant-agreement-draft,Stock Option Grant Agreement,form,2,transactional,public,19688,66,t,"[""Corporate"", ""Transactional""]"
subcontractor-agreement-draft,Subcontractor Agreement,form,2,transactional,public,16070,122,t,"[""Transactional""]"
transactional-sublease-agreement,Sublease Agreement,form,2,transactional,public,22305,94,t,"[""Transactional""]"
transactional-sublicense-agreement,Sublicense Agreement,form,2,transactional,public,11907,54,t,"[""Transactional""]"
subordination-agreement-debt,Subordination Agreement (Debt),form,2,transactional,public,7994,46,t,"[""Transactional""]"
draft-snda-subordination-non-disturbance-attornment-agreement,"Subordination, Non-Disturbance, and Attornment Agreement (SNDA)",form,2,transactional,public,24481,104,t,"[""Transactional""]"
succession-planning-summaries,Succession Planning Summaries,form,2,transactional,public,4946,18,t,"[""Transactional""]"
transactional-technology-transfer-agreement,Technology Transfer Agreement,form,2,transactional,public,10025,40,t,"[""Transactional""]"
draft-tenant-improvement-work-letter,Tenant Improvement Work Letter,form,2,transactional,public,14515,74,t,"[""Transactional""]"
third-party-consent-letters,Third Party Consent Letters,form,2,transactional,public,15227,38,t,"[""Transactional""]"
title-commitment-and-policy,Title Commitment and Policy,form,2,transactional,public,10624,62,t,"[""Transactional""]"
trademark-coexistence-agreement,Trademark Coexistence Agreement,form,2,transactional,public,15662,99,t,"[""Transactional""]"
draft-trademark-license-agreement,Trademark License Agreement,form,2,transactional,public,13206,62,t,"[""Transactional""]"
transactional-asset-purchase-transition-services-plan,Transition Plan,form,2,transactional,public,11769,72,t,"[""Transactional""]"
ucc-financing-statement-and-amendments,UCC Financing Statement and Amendments,form,2,transactional,public,8865,46,t,"[""Transactional""]"
draft-work-for-hire-agreement,Work for Hire Agreement,form,2,transactional,public,5368,16,t,"[""Transactional""]"
closing-disclosure-timing-reference,Closing Disclosure Timing Reference,reference,3,transactional,public,11828,317,f,"[""Transactional"", ""Real Estate"", ""Regulatory""]"
closing-disclosure-tolerance-reference,Closing Disclosure Tolerance Reference,reference,3,transactional,public,13350,323,f,"[""Transactional"", ""Real Estate"", ""Regulatory""]"
veterinary-medical-record-analysis,Veterinary Medical Record Analysis,root,0,veterinary-medical-record-analysis,public,41189,182,f,
